poblacion,provincia,edad,genero,grupo_edad,vivienda,horario_laboral,experiencia_animales,tiempo_disponible,tipo_animal,devuelto,perfil_adoptante,apto,lat,lon,the_geom,display_name,geocode_resolution
Talavera De La Reina,toledo,34,Mujer,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Fuenlabrada,madrid,38,Mujer,35–44,Casa/Chalet,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Mostoles,madrid,36,Otro,35–44,Vivienda compartida,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Getafe,madrid,41,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Toledo,toledo,55,Mujer,55–64,Vivienda compartida,Jornada Completa,Media,2–5h,perro,si,No apto,No,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Leganes,madrid,26,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Leganes,madrid,37,Mujer,35–44,Casa/Chalet,Jornada Completa,Baja,<1–2h,perro,si,No apto,No,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Getafe,madrid,36,Mujer,35–44,Piso,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Yuncos,toledo,32,Mujer,25–34,Vivienda compartida,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Sesena,toledo,37,Hombre,35–44,Piso,Jornada Parcial (Tarde),Media,>5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Fuenlabrada,madrid,40,Hombre,35–44,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Talavera De La Reina,toledo,30,Hombre,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Getafe,madrid,53,Mujer,45–54,Piso,Jornada Parcial (Manana),Media,>5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Mostoles,madrid,33,Hombre,25–34,Atico,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Leganes,madrid,52,Mujer,45–54,Atico,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Sesena,toledo,28,Mujer,25–34,Vivienda compartida,Jornada Completa,Baja,>5h,perro,no,Joven urbano,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,24,Mujer,18–24,Piso,Jornada Parcial (Manana),Baja,2–5h,perro,no,Joven urbano,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Leganes,madrid,28,Hombre,25–34,Atico,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Talavera De La Reina,toledo,39,Mujer,35–44,Casa/Chalet,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Fuenlabrada,madrid,32,Mujer,25–34,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,58,Mujer,55–64,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Getafe,madrid,53,Mujer,45–54,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Sesena,toledo,39,Mujer,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Fuenlabrada,madrid,52,Mujer,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,40,Mujer,35–44,Casa/Chalet,Jornada Parcial (Tarde),Baja,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Getafe,madrid,42,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,si,No apto,No,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,31,Hombre,25–34,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Mostoles,madrid,47,Mujer,45–54,Piso,Turno Rotativo,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Toledo,toledo,42,Hombre,35–44,Atico,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Leganes,madrid,45,Mujer,45–54,Atico,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Illescas,toledo,40,Hombre,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Getafe,madrid,32,Mujer,25–34,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Alcorcon,madrid,39,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Sesena,toledo,45,Mujer,45–54,Atico,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,21,Hombre,18–24,Piso,Jornada Completa,Baja,>5h,perro,no,Joven urbano,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcorcon,madrid,44,Hombre,35–44,Casa/Chalet,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Toledo,toledo,60,Mujer,55–64,Piso,Jornada Parcial (Manana),Alta,<1–2h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,27,Mujer,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Joven urbano,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,40,Mujer,35–44,Piso,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Leganes,madrid,39,Mujer,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Sesena,toledo,37,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Sesena,toledo,18,Mujer,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Mostoles,madrid,32,Mujer,25–34,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Talavera De La Reina,toledo,43,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Alcala De Henares,madrid,25,Mujer,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Leganes,madrid,45,Hombre,45–54,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Mostoles,madrid,30,Hombre,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Leganes,madrid,30,Hombre,25–34,Casa/Chalet,Turno Rotativo,Baja,2–5h,gato,si,No apto,No,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,20,Mujer,18–24,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,33,Otro,25–34,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,43,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Yuncos,toledo,41,Mujer,35–44,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Leganes,madrid,43,Mujer,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Alcorcon,madrid,41,Mujer,35–44,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcorcon,madrid,30,Mujer,25–34,Atico,Jornada Parcial (Tarde),Media,<1–2h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Illescas,toledo,30,Mujer,25–34,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Alcorcon,madrid,48,Hombre,45–54,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,41,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Alcorcon,madrid,37,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,gato,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Illescas,toledo,18,Mujer,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Fuenlabrada,madrid,20,Hombre,18–24,Piso,Jornada Completa,Media,>5h,gato,no,Joven urbano,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Leganes,madrid,55,Mujer,55–64,Piso,Jornada Completa,Media,<1–2h,perro,si,No apto,No,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,32,Mujer,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Alcorcon,madrid,36,Mujer,35–44,Casa/Chalet,Jornada Parcial (Tarde),Media,2–5h,perro,si,No apto,No,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,40,Mujer,35–44,Piso,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Leganes,madrid,36,Mujer,35–44,Piso,Turno Rotativo,Baja,2–5h,gato,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Mostoles,madrid,38,Mujer,35–44,Piso,Jornada Completa,Baja,2–5h,gato,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Sesena,toledo,26,Mujer,25–34,Casa/Chalet,Jornada Parcial (Manana),Media,2–5h,gato,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Fuenlabrada,madrid,34,Hombre,25–34,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Talavera De La Reina,toledo,49,Mujer,45–54,Casa/Chalet,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Getafe,madrid,34,Otro,25–34,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,29,Mujer,25–34,Vivienda compartida,Jornada Parcial (Manana),Baja,2–5h,perro,no,Joven urbano,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Sesena,toledo,24,Hombre,18–24,Piso,Jornada Parcial (Manana),Media,2–5h,perro,si,No apto,No,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,33,Mujer,25–34,Piso,Sin Empleo,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,39,Mujer,35–44,Atico,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Leganes,madrid,42,Mujer,35–44,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,52,Mujer,45–54,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Toledo,toledo,40,Mujer,35–44,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Illescas,toledo,25,Hombre,25–34,Piso,Jornada Parcial (Manana),Media,2–5h,gato,no,Joven urbano,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Talavera De La Reina,toledo,26,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Alcala De Henares,madrid,45,Mujer,45–54,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Mostoles,madrid,41,Mujer,35–44,Vivienda compartida,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Mostoles,madrid,50,Mujer,45–54,Vivienda compartida,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Leganes,madrid,25,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Getafe,madrid,22,Hombre,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Sesena,toledo,38,Mujer,35–44,Casa/Chalet,Turno Rotativo,Media,>5h,gato,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Sesena,toledo,38,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Getafe,madrid,35,Mujer,35–44,Piso,Turno Rotativo,Media,>5h,gato,si,No apto,No,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,39,Mujer,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Illescas,toledo,20,Hombre,18–24,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Mostoles,madrid,57,Mujer,55–64,Vivienda compartida,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Illescas,toledo,27,Mujer,25–34,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Getafe,madrid,34,Hombre,25–34,Piso,Jornada Parcial (Tarde),Alta,>5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Leganes,madrid,41,Mujer,35–44,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Sesena,toledo,20,Hombre,18–24,Piso,Jornada Completa,Media,>5h,perro,no,Joven urbano,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,50,Mujer,45–54,Piso,Jornada Parcial (Manana),Media,>5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcorcon,madrid,22,Mujer,18–24,Vivienda compartida,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,37,Hombre,35–44,Piso,Turno Rotativo,Baja,>5h,perro,si,No apto,No,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
